Src IP,Dst IP,Start Time,End Time,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Fwd IAT Mean,Bwd IAT Mean,Fwd Header Length,Bwd Header Length,Average Packet Size,Subflow Fwd Bytes,ML_Label
172.21.202.48,172.21.202.182,1763024026.2579772,1763024026.2579772,49163,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024026.2579772,1763024026.2579772,1148,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024026.2580156,1763024026.2580156,8873,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024026.2580178,1763024026.2580178,1164,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024026.258018,1763024026.258018,543,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024026.2580338,1763024026.2580338,1072,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024026.2580338,1763024026.2580338,2383,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.0146482,1763024027.0146482,9878,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.0146868,1763024027.0146868,5033,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.0146897,1763024027.0146897,49163,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.01469,1763024027.01469,987,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.01469,1763024027.01469,1148,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.0147166,1763024027.0147166,8873,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.0147183,1763024027.0147183,543,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.0147183,1763024027.0147183,1164,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.0147297,1763024027.0147297,1072,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.48,172.21.202.182,1763024027.0147297,1763024027.0147297,2383,0.0,1,0,54,0,54,54,54.0,0,0,0.0,0.0,0.0,0.0,0.0,20,0,54.0,54,PortScan
172.21.202.182,192.168.82.83,1763024027.250261,1763024027.250261,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.84,1763024027.250314,1763024027.250314,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.85,1763024027.250339,1763024027.250339,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.86,1763024027.2503629,1763024027.2503629,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.87,1763024027.2503872,1763024027.2503872,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.88,1763024027.2504108,1763024027.2504108,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.89,1763024027.250434,1763024027.250434,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.90,1763024027.2504573,1763024027.2504573,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.91,1763024027.250482,1763024027.250482,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
172.21.202.182,192.168.82.92,1763024027.250506,1763024027.250506,80,0.0,1,0,74,0,74,74,74.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,74.0,74,BENIGN
